Account UUID,Billing Account Name,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
f9e8a8d0-8ebb-0135-92ad-0242ac116713,Telokwento,0.0,4.0,-4.0,4.0
77e6ade8-83a6-4122-bb6c-bd413dc703b9,inVibe Labs LLC,0.0,1.0,-1.0,1.0
c08bb1c8-fcd8-4acd-ae0f-36f93f570af2,Splunk Inc.,0.0,11.0,-11.0,11.0
c86322f0-8316-0136-6698-0242ac114a0f,Julian,0.0,1.0,-1.0,1.0
8d956b12-4efe-41d0-adc2-0245cbe0130a,Chive Media Group,0.0,1.0,-1.0,1.0
19858540-2ecf-0135-0e43-0242ac112610,Neo4j,0.0,1.0,-1.0,1.0
887674e6-d555-4512-8467-b336c76c0562,Twelve Recruitment,0.0,2.0,-2.0,2.0
6d5b515d-3344-4c3c-98ee-46e5cf80682e,成都品未创意设计有限公司,0.0,7.0,-7.0,7.0
0fddbca0-79a3-0136-e81e-0242ac112c0e,Shinhan Bank,0.0,4.0,-4.0,4.0
08e486c0-c496-0134-352d-0242ac11350b,Neighborly,0.0,23.0,-23.0,23.0
64a0f0c0-7e28-0136-810a-0242ac112112,SweetHolm LLC,0.0,3.0,-3.0,3.0
1b805ebf-c66c-4284-8cf3-8caebf50d4ce,hatch IT,0.0,3.0,-3.0,3.0
62718420-69cd-0135-a66f-0242ac11570e,주식회사 마이이엠에스,0.0,1.0,-1.0,1.0
77ed5567-c8e1-4fa9-bbc3-2d5ab65887dc,EGT Enterprise,0.0,2.0,-2.0,2.0
c28b5350-ab7a-0134-9cbc-0242ac112c07,Jonathan Kett,0.0,1.0,-1.0,1.0
ef5d5c8b-5881-45f7-a7bc-265b82cbbcf3,Smitten Films,0.0,2.0,-2.0,2.0
5d1ca450-6d38-4d37-8421-a7dd893eb825,"Velocity Soft, Inc.",0.0,1.0,-1.0,1.0
8d0926c0-8367-0136-a397-0242ac116712,重庆文化创意股权投资基金管理有限责任公司,0.0,2.0,-2.0,2.0
47b290fa-f0ab-4c54-8d37-13e3b4635cdc,The Chemistry Grp,0.0,9.0,-9.0,9.0
2c53560c-9954-4589-9cf5-ef9cde095171,Canary,0.0,1.0,-1.0,1.0
bde0bee7-97d5-456d-8b36-860e1853610b,Elastic,0.0,6.0,-6.0,6.0
64b870a3-139f-46e8-bbe7-f8960b49f71b,Stitch Fix,0.0,20.0,-20.0,20.0
9ec1eec0-376e-0136-000d-0242ac112106,Sesame,0.0,10.0,-10.0,10.0
960c5160-4a06-0135-8b4e-0242ac113a10,Seedsprint,0.0,2.0,-2.0,2.0
84452006-e605-4c18-9cbe-e3ba020bbd34,"XSELIS, Inc.",0.0,1.0,-1.0,1.0
41625050-68b8-4cfd-884f-bf581d8ad2fd,Acervo 21,0.0,2.0,-2.0,2.0
2e183ea0-4ba0-0135-d901-0242ac11130b,Oleana Sas,0.0,1.0,-1.0,1.0
01e09f23-825a-4d3e-8bd6-0ca08c59a5fa,Eden,0.0,1.0,-1.0,1.0
8a2c9940-8d13-0136-246a-0242ac114a0f,Festicket,0.0,1.0,-1.0,1.0
d2ab7d50-1f36-0136-cf1e-0242ac11150f,Prime Social Group,0.0,1.0,-1.0,1.0
2aa5cc60-833e-0136-66c2-0242ac114a0f,李彬,0.0,1.0,-1.0,1.0
4e2d4c90-12a6-0136-d162-0242ac112109,"SHOP Concepts, LLC",0.0,6.0,-6.0,6.0
20c52f60-0e91-0136-cbc8-0242ac112109,SGH,0.0,1.0,-1.0,1.0
f43fc980-9043-0135-f02c-0242ac112c08,KOR Water,0.0,1.0,-1.0,1.0
7afd4d1b-f0b1-473d-80fd-4d66c7a5d2c7,上海茂友文化传媒有限公司,0.0,16.0,-16.0,16.0
5d88c110-86c1-44ce-b922-cd7c114c7187,Loop Now Technologies,0.0,11.0,-11.0,11.0
c82f54c0-ae67-0134-f162-0242ac11350a,Morphisec inc,0.0,4.0,-4.0,4.0
f11e3fb0-bb2d-4658-8b1e-ed08d0af8da8,1987,0.0,1.0,-1.0,1.0
3d017d90-8f18-0136-8183-0242ac11670d,李永胜,0.0,1.0,-1.0,1.0
257efeee-c05f-43e7-b167-631348f63211,Huel,0.0,2.0,-2.0,2.0
44e6d4e0-0cd1-4cf2-aaef-5cff16bd3bed,Engaging Tech,0.0,3.0,-3.0,3.0
21366847-6430-4e13-bc3b-27ca7440c613,Audience Store,0.0,3.0,-3.0,3.0
464937b0-7eae-0136-81f6-0242ac112112,赵岚,0.0,1.0,-1.0,1.0
0a147250-8917-0134-9dc7-56f9dcf2ccce,Integrated Realty Advisors,0.0,8.0,-8.0,8.0
656017d0-8e81-4ef8-b5c8-46a28e4f5b8f,Perlego LT,0.0,10.0,-10.0,10.0
406a49d0-3062-0136-a83a-0242ac111c08,Human Resources Consultancy,0.0,2.0,-2.0,2.0
7e89660b-0c3f-468b-bcf7-167e2fea43d2,SigFox,0.0,2.0,-2.0,2.0
04df2f33-edb4-442f-9bb7-b3f786a8e6dd,沈先生,0.0,2.0,-2.0,2.0
7ad6ebb0-656e-0136-4377-0242ac114a0f,Truong.vc B.V.,0.0,1.0,-1.0,1.0
28fc66fb-b956-43f5-9759-714f17d03070,RSA Group,0.0,2.0,-2.0,2.0
2aaefc1b-eff3-48ad-be14-7f3020ca75bd,Brandvision,0.0,1.0,-1.0,1.0
de20d2f9-afd3-46ad-ba5e-76cded26d9db,Atom International Technology Limited,0.0,8.0,-8.0,8.0
cf81b810-90f5-0131-45d2-66efcd8e003f,"Sailthru, Inc",0.0,2.0,-2.0,2.0
19cf4000-30bf-4e13-85e6-be4ae2f72e9c,Studio TILT,0.0,1.0,-1.0,1.0
03195d53-acf7-458d-a17f-3f56f3c4f57f,日产（中国）投资有限公司,0.0,2.0,-2.0,2.0
e0915960-68b6-0135-d6c9-0242ac112c08,OneSky,0.0,1.0,-1.0,1.0
c8049052-ef68-4b8c-a10f-0798f1bbba90,上海青之桐投资管理有限公司,0.0,7.0,-7.0,7.0
d18827fe-3d28-4def-a874-4ea3b2f4cd94,Talent Consultancy Services SAS,0.0,1.0,-1.0,1.0
37b8fba0-76ce-0136-bdde-0242ac111512,International Cycling Executives,0.0,1.0,-1.0,1.0
e862e380-8daa-0134-2496-0eb1bce2dae3,"R3 Interworks, Inc.",0.0,1.0,-1.0,1.0
fc12dff5-de9d-4631-b5a5-ab4f56162175,kalikassociates,0.0,2.0,-2.0,2.0
4b576090-c816-0135-eaf4-0242ac11150c,Person Centered Tech,0.0,2.0,-2.0,2.0
59cc7546-25dc-4a47-b52e-7c403d2e50aa,Integral Ad Science,0.0,1.0,-1.0,1.0
4a072c72-97c3-4a51-be36-1c6cea9acd87,Mogul Sports Group Inc,0.0,1.0,-1.0,1.0
2816df70-65b8-0135-d408-0242ac112c08,iFoster,0.0,1.0,-1.0,1.0
2b255140-21f3-0135-8f30-0242ac11260e,Elliott Browne,0.0,17.0,-17.0,17.0
d05210f0-e4a2-0135-a70f-0242ac116708,Casino Guichard-Perrachon,0.0,2.0,-2.0,2.0
88d8d750-e121-0132-3d36-660dc0d73f94,"Receiptless Software, Inc.",0.0,2.0,-2.0,2.0
817fbb5f-8010-4502-b626-27b111b7b735,Association For A Better NY,0.0,3.0,-3.0,3.0
24a92b90-16ab-0136-6899-0242ac112c09,Overseas Chinese Financial Advisers Pte. Ltd.,0.0,6.0,-6.0,6.0
d7dc9e90-bc1a-0135-972f-0242ac115606,Krupa,0.0,3.0,-3.0,3.0
db2764b8-9b26-496a-8f51-7d15d85014b0,Claudia Cantellano,0.0,2.0,-2.0,2.0
44219bd0-706d-0135-073f-0242ac116707,OES,0.0,2.0,-2.0,2.0
f125e330-3378-46c7-86bb-1be8380c202b,Sarai´s,0.0,4.0,-4.0,4.0
853efc03-cc7c-43de-84d3-35c6a548256e,Magma Global,0.0,1.0,-1.0,1.0
ca065a30-82e1-0134-7989-2a03154ec679,ROLLER,0.0,4.0,-4.0,4.0
b303a9ed-92f4-45f0-b718-0489ee3cbe6d,[ 2 one 5 ] Creative Inc.,0.0,1.0,-1.0,1.0
bf310806-2f37-4431-ae88-33c2355a872e,Go Mojo Media,0.0,1.0,-1.0,1.0
e92ca6f0-ee4e-0135-0cfe-0242ac116708,Secure Code Warrior,0.0,4.0,-4.0,4.0
503deeb0-741a-0134-52d8-3e2a4e22819e,Opera Mediaworks GmbH,0.0,2.0,-2.0,2.0
28f318f0-15b8-0135-80bd-0242ac11350b,Echelon,0.0,5.0,-5.0,5.0
ecdd65d4-7e10-405b-aff7-627b61930384,Sparq Life Inc,0.0,2.0,-2.0,2.0
79cfd3b7-a855-4b16-80e9-2f5d87204902,BigID,0.0,21.0,-21.0,21.0
1437d448-0c73-4104-8a71-3c44e54b7b5e,Bird,0.0,36.0,-36.0,36.0
e7216584-ae7b-4eb2-8396-0ce199a6ac1b,Luippold Verlag,0.0,1.0,-1.0,1.0
5695d34e-53f8-4e87-a8ff-b5a63485be7f,Starry,0.0,4.0,-4.0,4.0
f8089ae0-328c-0135-aeaf-0242ac112612,Dialpad,0.0,50.0,-50.0,50.0
f2412e37-4e4f-49e8-abd8-ec2db77cea04,前锦网络信息技术（上海）有限公司,0.0,8.0,-8.0,8.0
823bcd4c-2211-470e-93e9-cd83e1d93d68,Voxnest,0.0,1.0,-1.0,1.0
10296da0-6894-0134-616c-6a791f390b36,Empower Finance,0.0,4.0,-4.0,4.0
91e6c367-1181-4bd5-8a22-fefb3d7a2b2c,Catraca Promoções,0.0,2.0,-2.0,2.0
340cc28e-6ad2-422d-b2f6-92c16b451110,JFF,0.0,1.0,-1.0,1.0
93bcbbcb-f7e8-4ef2-b873-056566c8dbb5,ING,0.0,8.0,-8.0,8.0
7b3e35d8-5749-45a1-a194-5a2099399d48,"Nécessaire, Inc.",0.0,4.0,-4.0,4.0
654de9c5-f8df-4eea-9a45-a3d53f9dedb4,北京智博汇晶教育科技有限公司,0.0,31.0,-31.0,31.0
d31b4e32-9bae-4cca-99a3-3c9b97544084,Select Innovations,0.0,1.0,-1.0,1.0
d4368381-70da-4f1b-8331-20e03efe3b23,Versent,0.0,2.0,-2.0,2.0
de497cc0-26d5-0136-5604-0242ac11510c,OneOncology,0.0,22.0,-22.0,22.0
f69ce320-24a7-0136-639b-0242ac116705,Mynd,0.0,4.0,-4.0,4.0
857aca20-8143-0136-860d-0242ac116708,Veriown Global Inc. PDX,0.0,1.0,-1.0,1.0
0efd2412-0097-4787-8bf2-662b6766dec4,Brand Poets,0.0,1.0,-1.0,1.0
0856f2ba-49e8-4587-bee8-bd83311f3a1b,Born Social,0.0,50.0,-50.0,50.0
fe128b96-d600-4e0d-8e47-52da9f2b00e6,宁波业特华国际贸易有限公司,0.0,3.0,-3.0,3.0
0547efe4-3df3-41be-90f2-74cbf3ee9103,Indesign Tech,0.0,1.0,-1.0,1.0
8fad5fe0-8907-0136-94e9-0242ac11720c,许舫斌,0.0,7.0,-7.0,7.0
66c48034-f942-4293-8f6b-156ba4cacb93,"Blockfreight, Inc.",0.0,20.0,-20.0,20.0
aca85e20-3676-4027-b0aa-183d19cda71f,Morgan sports law,0.0,4.0,-4.0,4.0
b7c01bf8-cf24-4654-ba5e-9dcd3478bac5,Merlehan Group,0.0,1.0,-1.0,1.0
8c112710-8f2a-0136-4749-0242ac11210a,深圳市惟客数据科技有限公司,0.0,15.0,-15.0,15.0
ee9f72e0-ea40-0134-c363-0242ac115504,DIGITO R,0.0,4.0,-4.0,4.0
310b30d0-82b3-0130-db18-22000a1cbdea,Wonolo,0.0,12.0,-12.0,12.0
adf2a8d4-46c2-47c8-b1c6-9477ab0cef9c,GDF11 Rejuvenation,0.0,1.0,-1.0,1.0
7d381500-87db-0136-fea8-0242ac115706,Schallertech,0.0,15.0,-15.0,15.0
8bdb14a0-8bde-0136-211e-0242ac114a0f,上海安还客企业管理咨询有限公司,0.0,12.0,-12.0,12.0
bb744f5e-c14d-498e-8a24-fa1033b4e60e,Napali,0.0,1.0,-1.0,1.0
e511b8d0-00ee-0136-ce03-0242ac112c0c,上海微芒教育科技有限公司,0.0,3.0,-3.0,3.0
91b70520-2ea0-45e5-89a1-b7daef4f6344,QELP,0.0,17.0,-17.0,17.0
9926d605-008b-4669-8dc5-ec9bed5eda70,Viener&Partners,0.0,1.0,-1.0,1.0
248acde2-b089-4fe8-b1be-06b36b14e4a8,element-22.com,0.0,1.0,-1.0,1.0
ccc86803-0903-434e-82cc-287bbb7ef62d,Alpha Financial Markets Consulting,0.0,2.0,-2.0,2.0
5ceb1d00-3964-0135-6344-0242ac113a0a,VOIDLINK,0.0,1.0,-1.0,1.0
34377600-8e3c-0136-9d92-0242ac11720c,李铭,0.0,3.0,-3.0,3.0
98d3a8c0-5fe4-0135-c556-0242ac111311,Icarus Media DIgital,0.0,4.0,-4.0,4.0
0fb6b9b0-57b2-0136-3830-0242ac115605,Inmobiliaria GPS Chile,0.0,3.0,-3.0,3.0
a3c30c12-ce35-4a59-aaaa-98b7f6d77de6,715 Management,0.0,1.0,-1.0,1.0
477d1145-6b85-4078-b7e8-cd22af7f508b,Door Kraft Products Inc.,0.0,1.0,-1.0,1.0
db9f28c0-e934-0135-a0ac-0242ac11570b,Tenzing,0.0,1.0,-1.0,1.0
714074fc-335f-4416-b41d-e67bf6ff0897,Thycotic Software UK Limited,0.0,3.0,-3.0,3.0
58dce360-200f-0136-dfc3-0242ac111c08,Corporate Chiropractic Works,0.0,1.0,-1.0,1.0
c912f240-7745-0136-e62a-0242ac116708,"Arthur D. Little, Inc.",0.0,1.0,-1.0,1.0
d880ee3e-39be-42c7-86fe-fcd8bf5f9837,"fundpnb, inc",0.0,1.0,-1.0,1.0
d6ba7bb5-7edf-4e8e-8ee3-cdc92e7396f5,Chariot,0.0,28.0,-28.0,28.0
0a1775a0-6314-0136-5501-0242ac115610,"Latona, Inc.",0.0,2.0,-2.0,2.0
4235d4c8-4e71-4518-8a67-2b707223e6ff,EQDerivatives,0.0,1.0,-1.0,1.0
3b4c281f-61f3-450e-8165-48626b632480,parallaxes,0.0,2.0,-2.0,2.0
a01d3920-dd53-0135-5618-0242ac111c09,Priority Private Care,0.0,4.0,-4.0,4.0
5808b500-f88e-0135-054d-0242ac116709,RP Apparels,0.0,1.0,-1.0,1.0
b7f74fc0-80d7-0134-3068-2a2733d62a2a,Smartlify,0.0,3.0,-3.0,3.0
844c86c0-5dfd-0136-2949-0242ac114a08,integral,0.0,4.0,-4.0,4.0
7039dfc0-e388-0135-c0c7-0242ac11150e,Midway Analytics,0.0,4.0,-4.0,4.0
68d03850-782b-0134-6c22-0e6c898c26a4,Teamtailor,0.0,1.0,-1.0,1.0
8b57ebe0-2dc8-0135-dc8a-0242ac113d07,Flight 001 Acquisitions Inc.,0.0,3.0,-3.0,3.0
4bbdd0c0-614d-0136-e909-0242ac114a0f,ark378,0.0,2.0,-2.0,2.0
